source_id,sequence,source_name,source_category,local_xml_url,xml_url,feed_url,url_mode,screen,status,incremental_mode,incremental_decision,source_has_history,probe_limit,feed_items_seen,anchor_found,anchor_index,selected_items_for_processing,incremental_warning,total_items,new_items,duplicate_items,screened_items,recommended_items_from_api_response,new_items_recommended,new_event_items,incremental_items,silent_items,failed_items,error_type,error_message,fetch_feed_seconds,llm_basic_screening_seconds,llm_need_matching_seconds,llm_screen_and_match_seconds,screening_mode,llm_call_count,embedding_seconds,lock_wait_seconds,lock_held_seconds,pre_dedupe_lock_wait_seconds,pre_dedupe_lock_held_seconds,commit_lock_wait_seconds,commit_lock_held_seconds,source_total_seconds
videos-ai-foundations,11,AI Foundations,Videos,,https://www.youtube.com/feeds/videos.xml?channel_id=UCWZwfV3ICOt3uEPpW6hYK4g,https://www.youtube.com/feeds/videos.xml?channel_id=UCWZwfV3ICOt3uEPpW6hYK4g,docker-host,False,success,until_existing,new_source_initial_baseline,False,,15,False,,15,New source: processing first 15 items as initial baseline (new_source_initial_limit=30).,15,15,0,15,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-ai-sdk-aisdk,12,AI SDK(@aisdk),SocialMedia,,https://api.xgo.ing/rss/user/22af005b21ec45b1a4503acca777b7f0,https://api.xgo.ing/rss/user/22af005b21ec45b1a4503acca777b7f0,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-ai-will-financeyf5,13,AI Will(@FinanceYF5),SocialMedia,,https://api.xgo.ing/rss/user/aa74321087f9405a872fd9a76b743bf8,https://api.xgo.ing/rss/user/aa74321087f9405a872fd9a76b743bf8,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-ai-at-meta-aiatmeta,14,AI at Meta(@AIatMeta),SocialMedia,,https://api.xgo.ing/rss/user/ef7c70f9568d45f4915169fef4ce90b4,https://api.xgo.ing/rss/user/ef7c70f9568d45f4915169fef4ce90b4,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-aigc,15,AIGC开放社区,Articles/微信公众号,,http://127.0.0.1:8003/feed/MP_WXS_3873892677.atom,http://127.0.0.1:8003/feed/MP_WXS_3873892677.atom,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-ai-fbd288db,16,AI产品银海,Articles/微信公众号,,http://127.0.0.1:8003/feed/MP_WXS_3913528478.atom,http://127.0.0.1:8003/feed/MP_WXS_3913528478.atom,docker-host,False,success,until_existing,new_source_initial_baseline,False,,25,False,,25,New source: processing first 25 items as initial baseline (new_source_initial_limit=30).,25,25,0,25,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-ai-ff82b753,17,AI产品阿颖,Articles/微信公众号,,http://127.0.0.1:8003/feed/MP_WXS_3892772220.atom,http://127.0.0.1:8003/feed/MP_WXS_3892772220.atom,docker-host,False,success,until_existing,new_source_initial_baseline,False,,25,False,,25,New source: processing first 25 items as initial baseline (new_source_initial_limit=30).,25,25,0,25,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-ai-cd140649,18,AI产品黄叔,Articles/微信公众号,,http://127.0.0.1:8003/feed/MP_WXS_2398553439.atom,http://127.0.0.1:8003/feed/MP_WXS_2398553439.atom,docker-host,False,success,until_existing,new_source_initial_baseline,False,,25,False,,25,New source: processing first 25 items as initial baseline (new_source_initial_limit=30).,25,25,0,25,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-ai-49e2fc93,19,AI前线,Articles/微信公众号,,http://127.0.0.1:8003/feed/MP_WXS_3554086560.atom,http://127.0.0.1:8003/feed/MP_WXS_3554086560.atom,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-ai-b036e0a6,20,AI故事计划,Articles/微信公众号,,http://127.0.0.1:8003/feed/MP_WXS_3917501995.atom,http://127.0.0.1:8003/feed/MP_WXS_3917501995.atom,docker-host,False,success,until_existing,new_source_initial_baseline,False,,26,False,,26,New source: processing first 26 items as initial baseline (new_source_initial_limit=30).,26,26,0,26,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-ai-rss-feed,21,AI洞察日报 RSS Feed,Articles,,https://justlovemaki.github.io/CloudFlare-AI-Insight-Daily/rss.xml,https://justlovemaki.github.io/CloudFlare-AI-Insight-Daily/rss.xml,docker-host,False,success,until_existing,new_source_initial_baseline,False,,7,False,,7,New source: processing first 7 items as initial baseline (new_source_initial_limit=30).,7,7,0,7,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-ai-72d02b7f,22,AI科技评论,Articles/微信公众号,,http://127.0.0.1:8003/feed/MP_WXS_3098132220.atom,http://127.0.0.1:8003/feed/MP_WXS_3098132220.atom,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-ak-akhaliq,23,AK(@_akhaliq),SocialMedia,,https://api.xgo.ing/rss/user/341f7b9f8d9b477e8bb200caa7f32c6e,https://api.xgo.ing/rss/user/341f7b9f8d9b477e8bb200caa7f32c6e,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-appso,24,APPSO,Articles/微信公众号,,http://127.0.0.1:8003/feed/MP_WXS_2392024520.atom,http://127.0.0.1:8003/feed/MP_WXS_2392024520.atom,docker-host,False,success,until_existing,new_source_initial_baseline,False,,25,False,,25,New source: processing first 25 items as initial baseline (new_source_initial_limit=30).,25,25,0,25,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-aadit-sheth-aaditsh,25,Aadit Sheth(@aaditsh),SocialMedia,,https://api.xgo.ing/rss/user/179bcc4b8e5d4274b6e9e935f9fd4434,https://api.xgo.ing/rss/user/179bcc4b8e5d4274b6e9e935f9fd4434,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-adam-d-angelo-adamdangelo,26,Adam D'Angelo(@adamdangelo),SocialMedia,,https://api.xgo.ing/rss/user/3042b6f912b24f64982cc23f7bd59681,https://api.xgo.ing/rss/user/3042b6f912b24f64982cc23f7bd59681,docker-host,False,success,until_existing,new_source_initial_baseline,False,,16,False,,16,New source: processing first 16 items as initial baseline (new_source_initial_limit=30).,16,16,0,16,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-ahead-of-ai,27,Ahead of AI,Articles,,https://magazine.sebastianraschka.com/feed,https://magazine.sebastianraschka.com/feed,docker-host,False,success,until_existing,new_source_initial_baseline,False,,20,False,,20,New source: processing first 20 items as initial baseline (new_source_initial_limit=30).,20,20,0,20,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-airing,28,Airing 的博客,Articles,,https://ursb.me/blog/feed.xml,https://ursb.me/blog/feed.xml,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-akshay-kothari-akothari,29,Akshay Kothari(@akothari),SocialMedia,,https://api.xgo.ing/rss/user/3434c0d56ee0446f991fb6af42bfac4b,https://api.xgo.ing/rss/user/3434c0d56ee0446f991fb6af42bfac4b,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-alex-albert-alexalbert,30,Alex Albert(@alexalbert__),SocialMedia,,https://api.xgo.ing/rss/user/524525de0d69407b80f0a7d891fdc8df,https://api.xgo.ing/rss/user/524525de0d69407b80f0a7d891fdc8df,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
videos-aliabdaal,31,AliAbdaal,Videos/长知识,,http://127.0.0.1:1200/bilibili/user/video/3546581580122806,http://127.0.0.1:1200/bilibili/user/video/3546581580122806,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-aman-sanger-amanrsanger,32,Aman Sanger(@amanrsanger),SocialMedia,,https://api.xgo.ing/rss/user/a02496979a0e4d86baf2b72c24db52a4,https://api.xgo.ing/rss/user/a02496979a0e4d86baf2b72c24db52a4,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-amjad-masad-amasad,33,Amjad Masad(@amasad),SocialMedia,,https://api.xgo.ing/rss/user/5fb1814c610c4af2911caa98c5c5ef82,https://api.xgo.ing/rss/user/5fb1814c610c4af2911caa98c5c5ef82,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
videos-andrej-karpathy-youtube,34,Andrej Karpathy - YouTube,Videos,,http://127.0.0.1:1200/youtube/user/@AndrejKarpathy,http://127.0.0.1:1200/youtube/user/@AndrejKarpathy,docker-host,False,failed,,,,,,,,,,0,0,0,0,0,unknown,0,0,0,0,rsshub_503,"{""ok"": false, ""error"": {""error_code"": ""rss_fetch_server_error"", ""message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""source_id"": ""videos-andrej-karpathy-youtube"", ""feed_url"": ""http://127.0.0.1:1200/youtube/user/@AndrejKarpathy""}, ""run"": {""run_id"": ""rss_20260516_081909_886342_videos-andrej-karpathy-youtube"", ""source_id"": ""videos-andrej-karpathy-youtube"", ""status"": ""failed"", ""started_at"": ""2026-05-16T08:19:09.886342+00:00"", ""finished_at"": ""2026-05-16T08:19:19.385742+00:00"", ""duration_ms"": 9499, ""duration_seconds"": 9.499, ""error_code"": ""rss_fetch_server_error"", ""error_message"": ""HTTP Error 503: Service Unavailable"", ""retryable"": true, ""stats"": {""fetched_entries"": 0, ""processed_entries"": 0, ""new_items"": 0, ""duplicate_items"": 0, ""failed_items"": 0, ""feed_items_seen"": 0, ""selected_items_for_processing"": 0, ""processed_items"": 0}, ""incremental"": {""mode"": ""fixed_limit"", ""decision"": null, ""anchor_found"": null, ""anchor_index"": null, ""warnings"": [], ""incremental_mode"": ""fixed_limit",,,,,,,,0,0,0,0,0,0,
socialmedia-andrej-karpathy-karpathy,35,Andrej Karpathy(@karpathy),SocialMedia,,https://api.xgo.ing/rss/user/edf707b5c0b248579085f66d7a3c5524,https://api.xgo.ing/rss/user/edf707b5c0b248579085f66d7a3c5524,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-andrew-ng-andrewyng,36,Andrew Ng(@AndrewYNg),SocialMedia,,https://api.xgo.ing/rss/user/08b5488b20bc437c8bfc317a52e5c26d,https://api.xgo.ing/rss/user/08b5488b20bc437c8bfc317a52e5c26d,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-anthropic-anthropicai,37,Anthropic(@AnthropicAI),SocialMedia,,https://api.xgo.ing/rss/user/fc28a211471b496682feff329ec616e5,https://api.xgo.ing/rss/user/fc28a211471b496682feff329ec616e5,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-anton-osika-eu-acc-antonosika,38,Anton Osika – eu/acc(@antonosika),SocialMedia,,https://api.xgo.ing/rss/user/5f13b32b124a41cfb659f903a84032b1,https://api.xgo.ing/rss/user/5f13b32b124a41cfb659f903a84032b1,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-aravind-srinivas-aravsrinivas,39,Aravind Srinivas(@AravSrinivas),SocialMedia,,https://api.xgo.ing/rss/user/59e6b63ae9684d11be0ae13d9e7420f2,https://api.xgo.ing/rss/user/59e6b63ae9684d11be0ae13d9e7420f2,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-arthur-mensch-arthurmensch,40,Arthur Mensch(@arthurmensch),SocialMedia,,https://api.xgo.ing/rss/user/d8121d969fb34c7daad2dd2aac4ba270,https://api.xgo.ing/rss/user/d8121d969fb34c7daad2dd2aac4ba270,docker-host,False,success,until_existing,new_source_initial_baseline,False,,6,False,,6,New source: processing first 6 items as initial baseline (new_source_initial_limit=30).,6,6,0,6,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-augment-code-augmentcode,41,Augment Code(@augmentcode),SocialMedia,,https://api.xgo.ing/rss/user/e153fdd077df458b8298d975c060dcc3,https://api.xgo.ing/rss/user/e153fdd077df458b8298d975c060dcc3,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-barsee-128054-heybarsee,42,Barsee &#128054;(@heyBarsee),SocialMedia,,https://api.xgo.ing/rss/user/244eb9fa77ce4fa3b7fa5ceba80027a4,https://api.xgo.ing/rss/user/244eb9fa77ce4fa3b7fa5ceba80027a4,docker-host,False,success,until_existing,new_source_initial_baseline,False,,24,False,,24,New source: processing first 24 items as initial baseline (new_source_initial_limit=30).,24,24,0,24,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-ben-s-love,43,Ben's Love,Articles/个人博客-人生,,https://bens.love/feed,https://bens.love/feed,docker-host,False,success,until_existing,new_source_initial_baseline,False,,10,False,,10,New source: processing first 10 items as initial baseline (new_source_initial_limit=30).,10,10,0,10,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-berkeley-ai-research-berkeley-ai,44,Berkeley AI Research(@berkeley_ai),SocialMedia,,https://api.xgo.ing/rss/user/6bbf31cac345443585c3280320ba9009,https://api.xgo.ing/rss/user/6bbf31cac345443585c3280320ba9009,docker-host,False,success,until_existing,new_source_initial_baseline,False,,5,False,,5,New source: processing first 5 items as initial baseline (new_source_initial_limit=30).,5,5,0,5,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-binyuan-hui-huybery,45,Binyuan Hui(@huybery),SocialMedia,,https://api.xgo.ing/rss/user/f54b2b40185943ce8f48a880110b7bc2,https://api.xgo.ing/rss/user/f54b2b40185943ce8f48a880110b7bc2,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-blog-remote-work-prep,46,Blog - Remote Work Prep,Articles,,https://www.remoteworkprep.com/blog?format=rss,https://www.remoteworkprep.com/blog?format=rss,docker-host,False,success,until_existing,new_source_initial_baseline,False,,20,False,,20,New source: processing first 20 items as initial baseline (new_source_initial_limit=30).,20,20,0,20,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
videos-boo,47,Boo布姐自译,Videos/绝活娱乐,,http://127.0.0.1:1200/bilibili/user/video/3493128048740395,http://127.0.0.1:1200/bilibili/user/video/3493128048740395,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-browser-use-browser-use,48,Browser Use(@browser_use),SocialMedia,,https://api.xgo.ing/rss/user/b8d7530f0b294405825013bbc1cc198f,https://api.xgo.ing/rss/user/b8d7530f0b294405825013bbc1cc198f,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-cver,49,CVer,Articles/微信公众号,,http://127.0.0.1:8003/feed/MP_WXS_3516712416.atom,http://127.0.0.1:8003/feed/MP_WXS_3516712416.atom,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-character-ai-character-ai,50,Character.AI(@character_ai),SocialMedia,,https://api.xgo.ing/rss/user/3877c31cdb554cffb750b3b683c98c4d,https://api.xgo.ing/rss/user/3877c31cdb554cffb750b3b683c98c4d,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-chatgpt-chatgptapp,51,ChatGPT(@ChatGPTapp),SocialMedia,,https://api.xgo.ing/rss/user/f7992687b8d74b14bf2341eb3a0a5ec4,https://api.xgo.ing/rss/user/f7992687b8d74b14bf2341eb3a0a5ec4,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
videos-cocovii,52,CoCoVii,Videos/长知识,,http://127.0.0.1:1200/bilibili/user/video/9142182,http://127.0.0.1:1200/bilibili/user/video/9142182,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-cognition-cognition-labs,53,Cognition(@cognition_labs),SocialMedia,,https://api.xgo.ing/rss/user/4cc14cbd15c74e189d537c415369e1a7,https://api.xgo.ing/rss/user/4cc14cbd15c74e189d537c415369e1a7,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-cursor-cursor-ai,54,Cursor(@cursor_ai),SocialMedia,,https://api.xgo.ing/rss/user/5287b4e0e13a4ab7ab7b1d56f9d88960,https://api.xgo.ing/rss/user/5287b4e0e13a4ab7ab7b1d56f9d88960,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-dario-amodei-darioamodei,55,Dario Amodei(@DarioAmodei),SocialMedia,,https://api.xgo.ing/rss/user/49666ce6fe3e4cb786c6574684542ec5,https://api.xgo.ing/rss/user/49666ce6fe3e4cb786c6574684542ec5,docker-host,False,success,until_existing,new_source_initial_baseline,False,,9,False,,9,New source: processing first 9 items as initial baseline (new_source_initial_limit=30).,9,9,0,9,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
articles-datawhale,56,Datawhale,Articles/微信公众号,,http://127.0.0.1:8003/feed/MP_WXS_3226363426.atom,http://127.0.0.1:8003/feed/MP_WXS_3226363426.atom,docker-host,False,success,until_existing,new_source_initial_baseline,False,,25,False,,25,New source: processing first 25 items as initial baseline (new_source_initial_limit=30).,25,25,0,25,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-deeplearning-ai-deeplearningai,57,DeepLearning.AI(@DeepLearningAI),SocialMedia,,https://api.xgo.ing/rss/user/42e6b4901b97498eab2ab64c07d56177,https://api.xgo.ing/rss/user/42e6b4901b97498eab2ab64c07d56177,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-deepseek-deepseek-ai,58,DeepSeek(@deepseek_ai),SocialMedia,,https://api.xgo.ing/rss/user/68b610deb24b47ae9a236811563cda86,https://api.xgo.ing/rss/user/68b610deb24b47ae9a236811563cda86,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-demis-hassabis-demishassabis,59,Demis Hassabis(@demishassabis),SocialMedia,,https://api.xgo.ing/rss/user/4a884d5e2f3740c5a26c9c093de6388a,https://api.xgo.ing/rss/user/4a884d5e2f3740c5a26c9c093de6388a,docker-host,False,success,until_existing,new_source_initial_baseline,False,,30,False,,30,New source: processing first 30 items as initial baseline (new_source_initial_limit=30).,30,30,0,30,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
socialmedia-dia-diabrowser,60,Dia(@diabrowser),SocialMedia,,https://api.xgo.ing/rss/user/6384ee3c656c48fea5e8b3cdacece4d0,https://api.xgo.ing/rss/user/6384ee3c656c48fea5e8b3cdacece4d0,docker-host,False,success,until_existing,new_source_initial_baseline,False,,19,False,,19,New source: processing first 19 items as initial baseline (new_source_initial_limit=30).,19,19,0,19,0,unknown,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,
