source_name,source_category,local_xml_url,xml_url,feed_url,error_message,error_type
AI Foundations,Videos,,https://www.youtube.com/feeds/videos.xml?channel_id=UCWZwfV3ICOt3uEPpW6hYK4g,https://www.youtube.com/feeds/videos.xml?channel_id=UCWZwfV3ICOt3uEPpW6hYK4g,"{""detail"": ""HTTP Error 404: Not Found""}",unknown
最新发布_共产党员网,党政信息,http://127.0.0.1:1200/12371/zxfb,https://macmini-rsshub.tail99ecfa.ts.net/12371/zxfb,http://host.docker.internal:1200/12371/zxfb,"""timed out""",timeout
一觉醒来发生了什么 - 即刻圈子,国内外资讯,http://127.0.0.1:1200/jike/topic/553870e8e4b0cafb0a1bef68,https://macmini-rsshub.tail99ecfa.ts.net/jike/topic/553870e8e4b0cafb0a1bef68,http://host.docker.internal:1200/jike/topic/553870e8e4b0cafb0a1bef68,"""timed out""",timeout
- 政府文件库,国内政策,http://127.0.0.1:1200/gov/zhengce/zhengceku/bmwj,https://macmini-rsshub.tail99ecfa.ts.net/gov/zhengce/zhengceku/bmwj,http://host.docker.internal:1200/gov/zhengce/zhengceku/bmwj,"""timed out""",timeout
猴猴说话,微信公众号,http://127.0.0.1:8003/feed/MP_WXS_3279284299.atom,http://192.168.1.6:8003/feed/MP_WXS_3279284299.atom,http://host.docker.internal:8003/feed/MP_WXS_3279284299.atom,"""timed out""",timeout
小宇宙 Podcast 643928f99361a4e7c38a9555,播客,http://127.0.0.1:1200/xiaoyuzhou/podcast/643928f99361a4e7c38a9555,https://macmini-rsshub.tail99ecfa.ts.net/xiaoyuzhou/podcast/643928f99361a4e7c38a9555,http://host.docker.internal:1200/xiaoyuzhou/podcast/643928f99361a4e7c38a9555,"""timed out""",timeout
波士顿圆脸,最娱乐,http://127.0.0.1:1200/bilibili/user/video/346563107,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/346563107,http://host.docker.internal:1200/bilibili/user/video/346563107,"""timed out""",timeout
飞鸟手札,短知识,http://127.0.0.1:1200/bilibili/user/video/1366786686,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/1366786686,http://host.docker.internal:1200/bilibili/user/video/1366786686,"""timed out""",timeout
Vista看天下,社评,,https://plink.anyfeeder.com/weixin/vistaweek,https://plink.anyfeeder.com/weixin/vistaweek,"""timed out""",timeout
小众软件,科技与编程,,https://www.appinn.com/feed/,https://www.appinn.com/feed/,"""timed out""",timeout
猫眼看足球,绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/456249922,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/456249922,http://host.docker.internal:1200/bilibili/user/video/456249922,"""timed out""",timeout
simonwillison.net,英文博客,,https://simonwillison.net/atom/everything/,https://simonwillison.net/atom/everything/,"""timed out""",timeout
你不知道的行业内幕 - 即刻圈子,资讯,http://127.0.0.1:1200/jike/topic/5699f451d3e8351200bffdc8,https://macmini-rsshub.tail99ecfa.ts.net/jike/topic/5699f451d3e8351200bffdc8,http://host.docker.internal:1200/jike/topic/5699f451d3e8351200bffdc8,"""timed out""",timeout
AliAbdaal,长知识,http://127.0.0.1:1200/bilibili/user/video/3546581580122806,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/3546581580122806,http://host.docker.internal:1200/bilibili/user/video/3546581580122806,"""timed out""",timeout
tanscp,Articles,,https://tanscp.com/feed/,https://tanscp.com/feed/,"""timed out""",timeout
每周一书 – 书伴,SocialMedia,http://127.0.0.1:1200/bookfere/weekly,https://macmini-rsshub.tail99ecfa.ts.net/bookfere/weekly,http://host.docker.internal:1200/bookfere/weekly,"""timed out""",timeout
Ben's Love,个人博客-人生,,https://bens.love/feed,https://bens.love/feed,"""timed out""",timeout
新华社新闻_新华网,党政信息,,https://plink.anyfeeder.com/newscn/whxw,https://plink.anyfeeder.com/newscn/whxw,"""timed out""",timeout
潦草学者,微信公众号,http://127.0.0.1:8003/feed/MP_WXS_3239649460.atom,http://192.168.1.6:8003/feed/MP_WXS_3239649460.atom,http://host.docker.internal:8003/feed/MP_WXS_3239649460.atom,"""timed out""",timeout
小宇宙 Podcast 61cbaac48bb4cd867fcabe22,播客,http://127.0.0.1:1200/xiaoyuzhou/podcast/61cbaac48bb4cd867fcabe22,https://macmini-rsshub.tail99ecfa.ts.net/xiaoyuzhou/podcast/61cbaac48bb4cd867fcabe22,http://host.docker.internal:1200/xiaoyuzhou/podcast/61cbaac48bb4cd867fcabe22,"""timed out""",timeout
瓶子君152,最娱乐,http://127.0.0.1:1200/bilibili/user/video/730732,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/730732,http://host.docker.internal:1200/bilibili/user/video/730732,"""timed out""",timeout
英语播客党,短知识,http://127.0.0.1:1200/bilibili/user/video/3537109151386355,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/3537109151386355,http://host.docker.internal:1200/bilibili/user/video/3537109151386355,"""timed out""",timeout
Tinyfool的个人网站,社评,,https://codechina.org/feed/,https://codechina.org/feed/,"""timed out""",timeout
