source_id,sequence,source_name,source_category,local_xml_url,xml_url,feed_url,url_mode,screen,status,total_items,new_items,duplicate_items,screened_items,recommended_items_from_api_response,new_items_recommended,new_event_items,incremental_items,silent_items,failed_items,error_type,error_message,fetch_feed_seconds,llm_basic_screening_seconds,llm_need_matching_seconds,embedding_seconds,lock_wait_seconds,lock_held_seconds,pre_dedupe_lock_wait_seconds,pre_dedupe_lock_held_seconds,commit_lock_wait_seconds,commit_lock_held_seconds,source_total_seconds
"{""feed_url"": ""http://host.docker.internal:1200/bilibili/user/video/346563107"", ""local_xml_url"": ""http://127.0.0.1:1200/bilibili/user/video/346563107"", ""row_index"": 306, ""source_category"": ""最娱乐"", ""source_name"": ""波士顿圆脸"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/346563107""}",11,波士顿圆脸,最娱乐,http://127.0.0.1:1200/bilibili/user/video/346563107,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/346563107,http://host.docker.internal:1200/bilibili/user/video/346563107,docker-host,True,failed,0,0,0,0,0,unknown,0,0,0,0,timeout,"""timed out""",,,,,0,0,0,0,0,0,
"{""feed_url"": ""http://host.docker.internal:1200/bilibili/user/video/1366786686"", ""local_xml_url"": ""http://127.0.0.1:1200/bilibili/user/video/1366786686"", ""row_index"": 304, ""source_category"": ""短知识"", ""source_name"": ""飞鸟手札"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/1366786686""}",12,飞鸟手札,短知识,http://127.0.0.1:1200/bilibili/user/video/1366786686,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/1366786686,http://host.docker.internal:1200/bilibili/user/video/1366786686,docker-host,True,failed,0,0,0,0,0,unknown,0,0,0,0,timeout,"""timed out""",,,,,0,0,0,0,0,0,
"{""feed_url"": ""https://plink.anyfeeder.com/weixin/vistaweek"", ""local_xml_url"": """", ""row_index"": 42, ""source_category"": ""社评"", ""source_name"": ""Vista看天下"", ""xml_url"": ""https://plink.anyfeeder.com/weixin/vistaweek""}",13,Vista看天下,社评,,https://plink.anyfeeder.com/weixin/vistaweek,https://plink.anyfeeder.com/weixin/vistaweek,docker-host,True,failed,0,0,0,0,0,unknown,0,0,0,0,timeout,"""timed out""",,,,,0,0,0,0,0,0,
"{""feed_url"": ""https://www.appinn.com/feed/"", ""local_xml_url"": """", ""row_index"": 24, ""source_category"": ""科技与编程"", ""source_name"": ""小众软件"", ""xml_url"": ""https://www.appinn.com/feed/""}",14,小众软件,科技与编程,,https://www.appinn.com/feed/,https://www.appinn.com/feed/,docker-host,True,failed,0,0,0,0,0,unknown,0,0,0,0,timeout,"""timed out""",,,,,0,0,0,0,0,0,
"{""feed_url"": ""http://host.docker.internal:1200/bilibili/user/video/456249922"", ""local_xml_url"": ""http://127.0.0.1:1200/bilibili/user/video/456249922"", ""row_index"": 328, ""source_category"": ""绝活娱乐"", ""source_name"": ""猫眼看足球"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/456249922""}",15,猫眼看足球,绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/456249922,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/456249922,http://host.docker.internal:1200/bilibili/user/video/456249922,docker-host,True,failed,0,0,0,0,0,unknown,0,0,0,0,timeout,"""timed out""",,,,,0,0,0,0,0,0,
"{""feed_url"": ""https://simonwillison.net/atom/everything/"", ""local_xml_url"": """", ""row_index"": 358, ""source_category"": ""英文博客"", ""source_name"": ""simonwillison.net"", ""xml_url"": ""https://simonwillison.net/atom/everything/""}",16,simonwillison.net,英文博客,,https://simonwillison.net/atom/everything/,https://simonwillison.net/atom/everything/,docker-host,True,failed,0,0,0,0,0,unknown,0,0,0,0,timeout,"""timed out""",,,,,0,0,0,0,0,0,
"{""feed_url"": ""http://host.docker.internal:1200/jike/topic/5699f451d3e8351200bffdc8"", ""local_xml_url"": ""http://127.0.0.1:1200/jike/topic/5699f451d3e8351200bffdc8"", ""row_index"": 79, ""source_category"": ""资讯"", ""source_name"": ""你不知道的行业内幕 - 即刻圈子"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/jike/topic/5699f451d3e8351200bffdc8""}",17,你不知道的行业内幕 - 即刻圈子,资讯,http://127.0.0.1:1200/jike/topic/5699f451d3e8351200bffdc8,https://macmini-rsshub.tail99ecfa.ts.net/jike/topic/5699f451d3e8351200bffdc8,http://host.docker.internal:1200/jike/topic/5699f451d3e8351200bffdc8,docker-host,True,failed,0,0,0,0,0,unknown,0,0,0,0,timeout,"""timed out""",,,,,0,0,0,0,0,0,
"{""feed_url"": ""http://host.docker.internal:1200/bilibili/user/video/3546581580122806"", ""local_xml_url"": ""http://127.0.0.1:1200/bilibili/user/video/3546581580122806"", ""row_index"": 238, ""source_category"": ""长知识"", ""source_name"": ""AliAbdaal"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/3546581580122806""}",18,AliAbdaal,长知识,http://127.0.0.1:1200/bilibili/user/video/3546581580122806,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/3546581580122806,http://host.docker.internal:1200/bilibili/user/video/3546581580122806,docker-host,True,failed,0,0,0,0,0,unknown,0,0,0,0,timeout,"""timed out""",,,,,0,0,0,0,0,0,
"{""feed_url"": ""https://tanscp.com/feed/"", ""local_xml_url"": """", ""row_index"": 3, ""source_category"": ""Articles"", ""source_name"": ""tanscp"", ""xml_url"": ""https://tanscp.com/feed/""}",19,tanscp,Articles,,https://tanscp.com/feed/,https://tanscp.com/feed/,docker-host,True,failed,0,0,0,0,0,unknown,0,0,0,0,timeout,"""timed out""",,,,,0,0,0,0,0,0,
"{""feed_url"": ""http://host.docker.internal:1200/bookfere/weekly"", ""local_xml_url"": ""http://127.0.0.1:1200/bookfere/weekly"", ""row_index"": 77, ""source_category"": ""SocialMedia"", ""source_name"": ""每周一书 – 书伴"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/bookfere/weekly""}",20,每周一书 – 书伴,SocialMedia,http://127.0.0.1:1200/bookfere/weekly,https://macmini-rsshub.tail99ecfa.ts.net/bookfere/weekly,http://host.docker.internal:1200/bookfere/weekly,docker-host,True,failed,0,0,0,0,0,unknown,0,0,0,0,timeout,"""timed out""",,,,,0,0,0,0,0,0,
"{""feed_url"": ""https://bens.love/feed"", ""local_xml_url"": """", ""row_index"": 6, ""source_category"": ""个人博客-人生"", ""source_name"": ""Ben's Love"", ""xml_url"": ""https://bens.love/feed""}",21,Ben's Love,个人博客-人生,,https://bens.love/feed,https://bens.love/feed,docker-host,True,failed,0,0,0,0,0,unknown,0,0,0,0,timeout,"""timed out""",,,,,0,0,0,0,0,0,
"{""feed_url"": ""https://plink.anyfeeder.com/newscn/whxw"", ""local_xml_url"": """", ""row_index"": 65, ""source_category"": ""党政信息"", ""source_name"": ""新华社新闻_新华网"", ""xml_url"": ""https://plink.anyfeeder.com/newscn/whxw""}",22,新华社新闻_新华网,党政信息,,https://plink.anyfeeder.com/newscn/whxw,https://plink.anyfeeder.com/newscn/whxw,docker-host,True,failed,0,0,0,0,0,unknown,0,0,0,0,timeout,"""timed out""",,,,,0,0,0,0,0,0,
"{""feed_url"": ""http://host.docker.internal:8003/feed/MP_WXS_3239649460.atom"", ""local_xml_url"": ""http://127.0.0.1:8003/feed/MP_WXS_3239649460.atom"", ""row_index"": 34, ""source_category"": ""微信公众号"", ""source_name"": ""潦草学者"", ""xml_url"": ""http://192.168.1.6:8003/feed/MP_WXS_3239649460.atom""}",23,潦草学者,微信公众号,http://127.0.0.1:8003/feed/MP_WXS_3239649460.atom,http://192.168.1.6:8003/feed/MP_WXS_3239649460.atom,http://host.docker.internal:8003/feed/MP_WXS_3239649460.atom,docker-host,True,failed,0,0,0,0,0,unknown,0,0,0,0,timeout,"""timed out""",,,,,0,0,0,0,0,0,
"{""feed_url"": ""http://host.docker.internal:1200/xiaoyuzhou/podcast/61cbaac48bb4cd867fcabe22"", ""local_xml_url"": ""http://127.0.0.1:1200/xiaoyuzhou/podcast/61cbaac48bb4cd867fcabe22"", ""row_index"": 450, ""source_category"": ""播客"", ""source_name"": ""小宇宙 Podcast 61cbaac48bb4cd867fcabe22"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/xiaoyuzhou/podcast/61cbaac48bb4cd867fcabe22""}",24,小宇宙 Podcast 61cbaac48bb4cd867fcabe22,播客,http://127.0.0.1:1200/xiaoyuzhou/podcast/61cbaac48bb4cd867fcabe22,https://macmini-rsshub.tail99ecfa.ts.net/xiaoyuzhou/podcast/61cbaac48bb4cd867fcabe22,http://host.docker.internal:1200/xiaoyuzhou/podcast/61cbaac48bb4cd867fcabe22,docker-host,True,failed,0,0,0,0,0,unknown,0,0,0,0,timeout,"""timed out""",,,,,0,0,0,0,0,0,
"{""feed_url"": ""http://host.docker.internal:1200/bilibili/user/video/730732"", ""local_xml_url"": ""http://127.0.0.1:1200/bilibili/user/video/730732"", ""row_index"": 307, ""source_category"": ""最娱乐"", ""source_name"": ""瓶子君152"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/730732""}",25,瓶子君152,最娱乐,http://127.0.0.1:1200/bilibili/user/video/730732,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/730732,http://host.docker.internal:1200/bilibili/user/video/730732,docker-host,True,failed,0,0,0,0,0,unknown,0,0,0,0,timeout,"""timed out""",,,,,0,0,0,0,0,0,
"{""feed_url"": ""http://host.docker.internal:1200/bilibili/user/video/3537109151386355"", ""local_xml_url"": ""http://127.0.0.1:1200/bilibili/user/video/3537109151386355"", ""row_index"": 305, ""source_category"": ""短知识"", ""source_name"": ""英语播客党"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/3537109151386355""}",26,英语播客党,短知识,http://127.0.0.1:1200/bilibili/user/video/3537109151386355,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/3537109151386355,http://host.docker.internal:1200/bilibili/user/video/3537109151386355,docker-host,True,failed,0,0,0,0,0,unknown,0,0,0,0,timeout,"""timed out""",,,,,0,0,0,0,0,0,
"{""feed_url"": ""https://codechina.org/feed/"", ""local_xml_url"": """", ""row_index"": 43, ""source_category"": ""社评"", ""source_name"": ""Tinyfool的个人网站"", ""xml_url"": ""https://codechina.org/feed/""}",27,Tinyfool的个人网站,社评,,https://codechina.org/feed/,https://codechina.org/feed/,docker-host,True,failed,0,0,0,0,0,unknown,0,0,0,0,timeout,"""timed out""",,,,,0,0,0,0,0,0,
