source_id,sequence,source_name,source_category,local_xml_url,xml_url,feed_url,url_mode,screen,status,total_items,new_items,duplicate_items,screened_items,recommended_items_from_api_response,new_items_recommended,new_event_items,incremental_items,silent_items,failed_items,error_type,error_message,fetch_feed_seconds,llm_basic_screening_seconds,llm_need_matching_seconds,embedding_seconds,lock_wait_seconds,lock_held_seconds,pre_dedupe_lock_wait_seconds,pre_dedupe_lock_held_seconds,commit_lock_wait_seconds,commit_lock_held_seconds,source_total_seconds
"{""feed_url"": ""https://diygod.cc/feed"", ""local_xml_url"": """", ""row_index"": 2, ""source_category"": ""Articles"", ""source_name"": ""Hi, DIYgod"", ""xml_url"": ""https://diygod.cc/feed""}",1,"Hi, DIYgod",Articles,,https://diygod.cc/feed,https://diygod.cc/feed,docker-host,True,success,4,0,4,0,2,unknown,2,0,2,0,,,1.341,,,,0,0.014,0,0.014,0,0,1.395
"{""feed_url"": ""http://host.docker.internal:1200/bookfere/books"", ""local_xml_url"": ""http://127.0.0.1:1200/bookfere/books"", ""row_index"": 76, ""source_category"": ""SocialMedia"", ""source_name"": ""图书推荐 – 书伴"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/bookfere/books""}",2,图书推荐 – 书伴,SocialMedia,http://127.0.0.1:1200/bookfere/books,https://macmini-rsshub.tail99ecfa.ts.net/bookfere/books,http://host.docker.internal:1200/bookfere/books,docker-host,True,success,4,0,4,0,0,unknown,3,0,3,0,,,0.909,,,,0,0.024,0,0.024,0,0,0.955
"{""feed_url"": ""https://www.youtube.com/feeds/videos.xml?channel_id=UCWZwfV3ICOt3uEPpW6hYK4g"", ""local_xml_url"": """", ""row_index"": 353, ""source_category"": ""Videos"", ""source_name"": ""AI Foundations"", ""xml_url"": ""https://www.youtube.com/feeds/videos.xml?channel_id=UCWZwfV3ICOt3uEPpW6hYK4g""}",3,AI Foundations,Videos,,https://www.youtube.com/feeds/videos.xml?channel_id=UCWZwfV3ICOt3uEPpW6hYK4g,https://www.youtube.com/feeds/videos.xml?channel_id=UCWZwfV3ICOt3uEPpW6hYK4g,docker-host,True,success,4,0,4,0,2,unknown,2,0,3,0,,,0.905,,,,0,0.054,0,0.054,0,0,0.973
"{""feed_url"": ""https://rolen.wiki/feed/"", ""local_xml_url"": """", ""row_index"": 5, ""source_category"": ""个人博客-人生"", ""source_name"": ""Rolen's Blog"", ""xml_url"": ""https://rolen.wiki/feed/""}",4,Rolen's Blog,个人博客-人生,,https://rolen.wiki/feed/,https://rolen.wiki/feed/,docker-host,True,success,4,0,4,0,1,unknown,3,0,4,0,,,1.901,,,,0,0.016,0,0.016,0,0,1.935
"{""feed_url"": ""http://host.docker.internal:1200/12371/zxfb"", ""local_xml_url"": ""http://127.0.0.1:1200/12371/zxfb"", ""row_index"": 64, ""source_category"": ""党政信息"", ""source_name"": ""最新发布_共产党员网"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/12371/zxfb""}",5,最新发布_共产党员网,党政信息,http://127.0.0.1:1200/12371/zxfb,https://macmini-rsshub.tail99ecfa.ts.net/12371/zxfb,http://host.docker.internal:1200/12371/zxfb,docker-host,True,success,4,0,4,0,1,unknown,1,0,3,0,,,3.153,,,,0,0.021,0,0.021,0,0,3.19
"{""feed_url"": ""https://51cg1.com/feed/"", ""local_xml_url"": """", ""row_index"": 20, ""source_category"": ""其他"", ""source_name"": ""51吃瓜网 - 吃瓜爆料第一站，全网最快最全的吃瓜平台"", ""xml_url"": ""https://51cg1.com/feed/""}",6,51吃瓜网 - 吃瓜爆料第一站，全网最快最全的吃瓜平台,其他,,https://51cg1.com/feed/,https://51cg1.com/feed/,docker-host,True,success,4,0,4,0,0,unknown,0,0,4,0,,,1.704,,,,0,0.012,0,0.012,0,0,1.742
"{""feed_url"": ""http://host.docker.internal:1200/jike/topic/553870e8e4b0cafb0a1bef68"", ""local_xml_url"": ""http://127.0.0.1:1200/jike/topic/553870e8e4b0cafb0a1bef68"", ""row_index"": 47, ""source_category"": ""国内外资讯"", ""source_name"": ""一觉醒来发生了什么 - 即刻圈子"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/jike/topic/553870e8e4b0cafb0a1bef68""}",7,一觉醒来发生了什么 - 即刻圈子,国内外资讯,http://127.0.0.1:1200/jike/topic/553870e8e4b0cafb0a1bef68,https://macmini-rsshub.tail99ecfa.ts.net/jike/topic/553870e8e4b0cafb0a1bef68,http://host.docker.internal:1200/jike/topic/553870e8e4b0cafb0a1bef68,docker-host,True,success,4,0,4,0,1,unknown,1,0,4,0,,,2.374,,,,0.007,0.008,0.007,0.008,0,0,2.563
"{""feed_url"": ""http://host.docker.internal:1200/gov/zhengce/zhengceku/bmwj"", ""local_xml_url"": ""http://127.0.0.1:1200/gov/zhengce/zhengceku/bmwj"", ""row_index"": 50, ""source_category"": ""国内政策"", ""source_name"": ""- 政府文件库"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/gov/zhengce/zhengceku/bmwj""}",8,- 政府文件库,国内政策,http://127.0.0.1:1200/gov/zhengce/zhengceku/bmwj,https://macmini-rsshub.tail99ecfa.ts.net/gov/zhengce/zhengceku/bmwj,http://host.docker.internal:1200/gov/zhengce/zhengceku/bmwj,docker-host,True,success,4,0,4,0,2,unknown,0,0,4,0,,,2.261,,,,0,0.012,0,0.012,0,0,2.281
"{""feed_url"": ""http://host.docker.internal:8003/feed/MP_WXS_3279284299.atom"", ""local_xml_url"": ""http://127.0.0.1:8003/feed/MP_WXS_3279284299.atom"", ""row_index"": 33, ""source_category"": ""微信公众号"", ""source_name"": ""猴猴说话"", ""xml_url"": ""http://192.168.1.6:8003/feed/MP_WXS_3279284299.atom""}",9,猴猴说话,微信公众号,http://127.0.0.1:8003/feed/MP_WXS_3279284299.atom,http://192.168.1.6:8003/feed/MP_WXS_3279284299.atom,http://host.docker.internal:8003/feed/MP_WXS_3279284299.atom,docker-host,True,success,4,0,4,0,1,unknown,2,0,4,0,,,0.657,,,,0.003,0.01,0.003,0.01,0,0,1.017
"{""feed_url"": ""http://host.docker.internal:1200/xiaoyuzhou/podcast/643928f99361a4e7c38a9555"", ""local_xml_url"": ""http://127.0.0.1:1200/xiaoyuzhou/podcast/643928f99361a4e7c38a9555"", ""row_index"": 449, ""source_category"": ""播客"", ""source_name"": ""小宇宙 Podcast 643928f99361a4e7c38a9555"", ""xml_url"": ""https://macmini-rsshub.tail99ecfa.ts.net/xiaoyuzhou/podcast/643928f99361a4e7c38a9555""}",10,小宇宙 Podcast 643928f99361a4e7c38a9555,播客,http://127.0.0.1:1200/xiaoyuzhou/podcast/643928f99361a4e7c38a9555,https://macmini-rsshub.tail99ecfa.ts.net/xiaoyuzhou/podcast/643928f99361a4e7c38a9555,http://host.docker.internal:1200/xiaoyuzhou/podcast/643928f99361a4e7c38a9555,docker-host,True,success,4,0,4,0,4,unknown,3,0,1,0,,,1.655,,,,0,0.01,0,0.01,0,0,1.692
