source_id,sequence,source_name,source_category,local_xml_url,xml_url,feed_url,url_mode,screen,status,incremental_mode,incremental_decision,source_has_history,probe_limit,feed_items_seen,anchor_found,anchor_index,selected_items_for_processing,incremental_warning,total_items,new_items,duplicate_items,screened_items,recommended_items_from_api_response,new_items_recommended,new_event_items,incremental_items,silent_items,failed_items,error_type,error_message,fetch_feed_seconds,llm_basic_screening_seconds,llm_need_matching_seconds,llm_screen_and_match_seconds,screening_mode,llm_call_count,embedding_seconds,lock_wait_seconds,lock_held_seconds,pre_dedupe_lock_wait_seconds,pre_dedupe_lock_held_seconds,commit_lock_wait_seconds,commit_lock_held_seconds,source_total_seconds
"{""feed_url"": ""https://diygod.cc/feed"", ""local_xml_url"": """", ""row_index"": 2, ""source_category"": ""Articles"", ""source_name"": ""Hi, DIYgod"", ""xml_url"": ""https://diygod.cc/feed""}",1,"Hi, DIYgod",Articles,,https://diygod.cc/feed,https://diygod.cc/feed,docker-host,True,success,until_existing,until_existing_anchor_found,True,20,1,True,0,0,,0,0,0,0,0,unknown,0,0,0,0,,,1.357,,,,merged,,,0,0,0,0,0,0,1.438
"{""feed_url"": ""https://tanscp.com/feed/"", ""local_xml_url"": """", ""row_index"": 3, ""source_category"": ""Articles"", ""source_name"": ""tanscp"", ""xml_url"": ""https://tanscp.com/feed/""}",2,tanscp,Articles,,https://tanscp.com/feed/,https://tanscp.com/feed/,docker-host,True,success,until_existing,until_existing_anchor_found,True,20,1,True,0,0,,0,0,0,0,0,unknown,0,0,0,0,,,11.33,,,,merged,,,0,0,0,0,0,0,11.348
"{""feed_url"": ""https://ursb.me/blog/feed.xml"", ""local_xml_url"": """", ""row_index"": 4, ""source_category"": ""Articles"", ""source_name"": ""Airing 的博客"", ""xml_url"": ""https://ursb.me/blog/feed.xml""}",3,Airing 的博客,Articles,,https://ursb.me/blog/feed.xml,https://ursb.me/blog/feed.xml,docker-host,True,success,until_existing,until_existing_anchor_found,True,20,1,True,0,0,,0,0,0,0,0,unknown,0,0,0,0,,,1.924,,,,merged,,,0,0,0,0,0,0,1.991
"{""feed_url"": ""https://rolen.wiki/feed/"", ""local_xml_url"": """", ""row_index"": 5, ""source_category"": ""个人博客-人生"", ""source_name"": ""Rolen's Blog"", ""xml_url"": ""https://rolen.wiki/feed/""}",4,Rolen's Blog,个人博客-人生,,https://rolen.wiki/feed/,https://rolen.wiki/feed/,docker-host,True,success,until_existing,until_existing_anchor_found,True,20,1,True,0,0,,0,0,0,0,0,unknown,0,0,0,0,,,1.991,,,,merged,,,0,0,0,0,0,0,2.013
"{""feed_url"": ""https://bens.love/feed"", ""local_xml_url"": """", ""row_index"": 6, ""source_category"": ""个人博客-人生"", ""source_name"": ""Ben's Love"", ""xml_url"": ""https://bens.love/feed""}",5,Ben's Love,个人博客-人生,,https://bens.love/feed,https://bens.love/feed,docker-host,True,success,until_existing,until_existing_anchor_found,True,20,1,True,0,0,,0,0,0,0,0,unknown,0,0,0,0,,,1.029,,,,merged,,,0,0,0,0,0,0,1.035
"{""feed_url"": ""https://mobius.blog/feed/"", ""local_xml_url"": """", ""row_index"": 7, ""source_category"": ""个人博客-人生"", ""source_name"": ""莫比乌斯"", ""xml_url"": ""https://mobius.blog/feed/""}",6,莫比乌斯,个人博客-人生,,https://mobius.blog/feed/,https://mobius.blog/feed/,docker-host,True,success,until_existing,until_existing_anchor_found,True,20,1,True,0,0,,0,0,0,0,0,unknown,0,0,0,0,,,1.723,,,,merged,,,0,0,0,0,0,0,1.765
"{""feed_url"": ""https://blog.bxaw.name/feed/"", ""local_xml_url"": """", ""row_index"": 8, ""source_category"": ""个人博客-人生"", ""source_name"": ""白熊阿丸的小屋"", ""xml_url"": ""https://blog.bxaw.name/feed/""}",7,白熊阿丸的小屋,个人博客-人生,,https://blog.bxaw.name/feed/,https://blog.bxaw.name/feed/,docker-host,True,success,until_existing,until_existing_anchor_found,True,20,1,True,0,0,,0,0,0,0,0,unknown,0,0,0,0,,,1.387,,,,merged,,,0,0,0,0,0,0,1.417
"{""feed_url"": ""https://kill-the-newsletter.com/feeds/t87xbbj6p4iwfhsi.xml"", ""local_xml_url"": """", ""row_index"": 9, ""source_category"": ""个人博客-人生"", ""source_name"": ""草稿拾遗"", ""xml_url"": ""https://kill-the-newsletter.com/feeds/t87xbbj6p4iwfhsi.xml""}",8,草稿拾遗,个人博客-人生,,https://kill-the-newsletter.com/feeds/t87xbbj6p4iwfhsi.xml,https://kill-the-newsletter.com/feeds/t87xbbj6p4iwfhsi.xml,docker-host,True,success,until_existing,until_existing_anchor_found,True,20,1,True,0,0,,0,0,0,0,0,unknown,0,0,0,0,,,3.577,,,,merged,,,0,0,0,0,0,0,3.938
"{""feed_url"": ""https://2890.ltd/feed/"", ""local_xml_url"": """", ""row_index"": 10, ""source_category"": ""Articles"", ""source_name"": ""Paradise Lost"", ""xml_url"": ""https://2890.ltd/feed/""}",9,Paradise Lost,Articles,,https://2890.ltd/feed/,https://2890.ltd/feed/,docker-host,True,success,until_existing,until_existing_anchor_found,True,20,1,True,0,0,,0,0,0,0,0,unknown,0,0,0,0,,,1.07,,,,merged,,,0,0,0,0,0,0,1.092
"{""feed_url"": ""https://www.cnfeat.com/feed.xml"", ""local_xml_url"": """", ""row_index"": 11, ""source_category"": ""Articles"", ""source_name"": ""笨方法学写作"", ""xml_url"": ""https://www.cnfeat.com/feed.xml""}",10,笨方法学写作,Articles,,https://www.cnfeat.com/feed.xml,https://www.cnfeat.com/feed.xml,docker-host,True,success,until_existing,until_existing_anchor_found,True,20,1,True,0,0,,0,0,0,0,0,unknown,0,0,0,0,,,1.582,,,,merged,,,0,0,0,0,0,0,1.873
